run_id	dataset_id	model_id	family	seed	split_id	condition_id	metric_name	metric_value	metric_direction	n_features_evaluated	metric_status	not_evaluable_reason
NM-NORMAN-FORMAL-LIN-S246	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	246	frozen_test_46	CEBPE+CEBPB	relative_l2_response_error	0.39389726944815612	lower_is_better	1931	estimated	
NM-NORMAN-FORMAL-LIN-S246	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	246	frozen_test_46	CEBPE+CEBPB	gene_wise_spearman	0.89421286366114539	higher_is_better	1931	estimated	
NM-NORMAN-FORMAL-LIN-S246	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	246	frozen_test_46	CEBPE+CNN1	relative_l2_response_error	0.75437412092234424	lower_is_better	1931	estimated	
NM-NORMAN-FORMAL-LIN-S246	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	246	frozen_test_46	CEBPE+CNN1	gene_wise_spearman	0.81735098799594763	higher_is_better	1931	estimated	
NM-NORMAN-FORMAL-LIN-S246	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	246	frozen_test_46	CNN1+MAPK1	relative_l2_response_error	0.74329044894756846	lower_is_better	1931	estimated	
NM-NORMAN-FORMAL-LIN-S246	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	246	frozen_test_46	CNN1+MAPK1	gene_wise_spearman	0.77167227984253572	higher_is_better	1931	estimated	
NM-NORMAN-FORMAL-LIN-S246	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	246	frozen_test_46	CNN1+UBASH3A	relative_l2_response_error	0.57130237736983358	lower_is_better	1931	estimated	
NM-NORMAN-FORMAL-LIN-S246	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	246	frozen_test_46	CNN1+UBASH3A	gene_wise_spearman	0.78993383189725019	higher_is_better	1931	estimated	
NM-NORMAN-FORMAL-LIN-S246	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	246	frozen_test_46	DUSP9+SNAI1	relative_l2_response_error	0.48563328581760579	lower_is_better	1931	estimated	
NM-NORMAN-FORMAL-LIN-S246	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	246	frozen_test_46	DUSP9+SNAI1	gene_wise_spearman	0.80174169144587171	higher_is_better	1931	estimated	
NM-NORMAN-FORMAL-LIN-S246	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	246	frozen_test_46	ETS2+CEBPE	relative_l2_response_error	0.48295647102787082	lower_is_better	1931	estimated	
NM-NORMAN-FORMAL-LIN-S246	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	246	frozen_test_46	ETS2+CEBPE	gene_wise_spearman	0.8423660518397923	higher_is_better	1931	estimated	
NM-NORMAN-FORMAL-LIN-S246	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	246	frozen_test_46	ETS2+CNN1	relative_l2_response_error	0.80865226675159529	lower_is_better	1931	estimated	
NM-NORMAN-FORMAL-LIN-S246	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	246	frozen_test_46	ETS2+CNN1	gene_wise_spearman	0.75018158874144325	higher_is_better	1931	estimated	
NM-NORMAN-FORMAL-LIN-S246	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	246	frozen_test_46	ETS2+IGDCC3	relative_l2_response_error	0.93881928952528082	lower_is_better	1931	estimated	
NM-NORMAN-FORMAL-LIN-S246	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	246	frozen_test_46	ETS2+IGDCC3	gene_wise_spearman	0.78146984974526257	higher_is_better	1931	estimated	
