run_id	model_id	family	seed	metric_name	metric_direction	composition_id	lambda_high_av	metric_value
NM-NORMAN-FORMAL-BIO-S245	pb_biolord_star	latent_causal_representation	245	gene_wise_spearman	higher_is_better	lambda_0116	0.11600000000000001	0.40730082927207212
NM-NORMAN-FORMAL-BIO-S245	pb_biolord_star	latent_causal_representation	245	gene_wise_spearman	higher_is_better	lambda_0117	0.11700000000000001	0.40726395550336852
NM-NORMAN-FORMAL-BIO-S245	pb_biolord_star	latent_causal_representation	245	gene_wise_spearman	higher_is_better	lambda_0118	0.11800000000000001	0.40722708173466488
NM-NORMAN-FORMAL-BIO-S245	pb_biolord_star	latent_causal_representation	245	gene_wise_spearman	higher_is_better	lambda_0119	0.11900000000000001	0.40719020796596123
NM-NORMAN-FORMAL-BIO-S245	pb_biolord_star	latent_causal_representation	245	gene_wise_spearman	higher_is_better	lambda_0120	0.12	0.40715333419725763
NM-NORMAN-FORMAL-BIO-S245	pb_biolord_star	latent_causal_representation	245	gene_wise_spearman	higher_is_better	lambda_0121	0.121	0.40711646042855393
NM-NORMAN-FORMAL-BIO-S245	pb_biolord_star	latent_causal_representation	245	gene_wise_spearman	higher_is_better	lambda_0122	0.122	0.40707958665985033
NM-NORMAN-FORMAL-BIO-S245	pb_biolord_star	latent_causal_representation	245	gene_wise_spearman	higher_is_better	lambda_0123	0.123	0.40704271289114669
NM-NORMAN-FORMAL-BIO-S245	pb_biolord_star	latent_causal_representation	245	gene_wise_spearman	higher_is_better	lambda_0124	0.124	0.40700583912244309
NM-NORMAN-FORMAL-BIO-S245	pb_biolord_star	latent_causal_representation	245	gene_wise_spearman	higher_is_better	lambda_0125	0.125	0.40696896535373944
NM-NORMAN-FORMAL-BIO-S245	pb_biolord_star	latent_causal_representation	245	gene_wise_spearman	higher_is_better	lambda_0126	0.126	0.40693209158503585
NM-NORMAN-FORMAL-BIO-S245	pb_biolord_star	latent_causal_representation	245	gene_wise_spearman	higher_is_better	lambda_0127	0.127	0.40689521781633214
NM-NORMAN-FORMAL-BIO-S245	pb_biolord_star	latent_causal_representation	245	gene_wise_spearman	higher_is_better	lambda_0128	0.128	0.4068583440476285
NM-NORMAN-FORMAL-BIO-S245	pb_biolord_star	latent_causal_representation	245	gene_wise_spearman	higher_is_better	lambda_0129	0.129	0.4068214702789249
